1363,2,2,3,7,16,1,1,1,0,1,0,0,0,8.179599523,6449,3,3,497570.8118
3290,6,2,3,27,20,1,0,1,1,1,0,0,1,8.659014775,4582,2,2,1213908.784
1063,5,1,2,12,1,1,0,0,1,1,1,1,0,4.777187886,4381,1,2,502143.22
4691,3,2,3,21,8,1,1,0,1,1,1,1,0,4.529894087,1723,2,1,1759669.552
2257,6,3,2,4,22,0,1,1,1,1,1,1,0,6.491062647,2296,1,1,968158
2178,4,1,3,32,21,0,1,1,0,1,0,1,0,4.174943893,1399,2,2,743164.1064
3742,1,1,3,33,13,1,0,1,0,0,1,0,0,1.436230808,4508,1,2,1349144.678
1559,1,2,1,4,3,0,0,1,0,1,0,1,1,8.97436787,3939,2,1,635420.64
2222,6,1,2,31,24,0,0,0,1,0,1,1,1,7.936347212,7281,1,2,844138.5854
3814,3,2,2,12,22,1,0,0,1,0,1,0,0,9.546490502,2032,2,3,1346445.799
3657,6,3,3,32,9,0,1,1,0,0,1,1,0,3.491791549,9724,3,1,1338443.487
3125,1,3,3,5,13,0,0,0,0,1,0,1,1,3.155447743,404,1,2,1212272.659
3229,6,2,1,1,24,1,0,1,1,0,1,0,0,8.315362798,4270,2,2,1237376.974
2097,6,4,2,14,3,1,0,0,1,0,0,0,1,9.595138689,1330,3,2,806595.0937
3560,4,3,1,37,2,1,1,0,0,1,1,1,0,6.961970434,6509,2,3,1270072.5
3193,6,4,3,34,10,1,0,1,0,1,1,0,0,5.565282888,4338,3,3,1126158.568
4127,4,2,3,0,25,1,1,1,1,0,0,0,1,7.097351887,6396,2,2,1559228.168
1863,3,2,1,36,23,1,0,0,0,0,0,0,1,2.10698107,8150,1,1,719467.6726
2481,4,3,3,2,11,0,0,0,1,0,0,1,0,0.921740604,2784,1,3,1029944.512
2163,1,3,3,37,26,0,0,1,1,0,1,1,1,1.486727501,5589,3,2,736864.7532
2029,3,4,2,36,6,0,0,1,1,0,0,0,1,0.671460631,8321,1,2,811423.542
2538,6,4,3,9,11,0,1,0,1,1,1,1,1,4.411805293,4696,1,2,1083941.638
3802,1,1,2,33,8,0,1,0,0,0,0,0,0,4.807845013,8869,1,2,1403191.089
2737,4,3,3,33,1,1,0,0,1,0,0,1,0,7.178079591,629,3,2,964570.6703
1806,4,3,2,9,18,0,1,0,1,0,1,1,0,6.823216093,4765,1,2,736604.7565
4529,5,2,3,21,4,1,1,1,0,1,1,1,0,3.04530585,3473,1,2,1755751.34
3175,2,2,2,33,8,0,1,1,1,1,1,0,1,8.154704325,8479,1,3,1170250.115
1782,6,4,2,33,28,0,0,0,0,0,0,1,0,4.333608512,3225,1,1,684719.6847
1209,2,3,2,13,28,1,0,1,1,1,1,1,0,5.303318705,153,3,1,447385.1683
4913,3,4,2,24,10,1,1,0,1,0,1,0,1,3.700273626,7600,1,2,1877379.73
4248,1,1,1,22,7,1,1,1,1,0,1,1,0,2.951300925,4325,1,3,1510299.303
1163,2,2,2,1,21,1,1,0,0,1,0,0,1,5.142362358,1057,2,2,481083.498
2498,3,2,3,33,6,0,0,1,1,0,0,1,1,3.826704527,4920,2,3,915796.9776
3945,4,3,1,34,10,1,0,1,1,0,0,1,0,6.079603424,7270,1,3,1433066.837
4243,2,3,3,23,7,1,1,1,0,0,1,0,1,5.718483676,5541,3,1,1541941.017
1995,1,3,3,15,25,0,0,1,1,0,0,1,0,6.17368294,4962,2,2,699449.7504
3804,5,3,1,20,22,1,1,0,1,1,0,1,0,2.909960908,8296,1,1,1481053.268
4263,5,3,2,16,8,1,1,1,1,0,1,0,1,8.822471548,7366,3,2,1542862.943
2353,2,1,1,31,20,0,0,1,0,1,0,1,1,9.528985085,9786,1,1,863462.5292
1791,5,2,3,13,17,0,1,1,1,1,1,0,1,3.000296105,1036,2,1,750406.4174
4081,3,1,1,27,29,0,0,1,1,0,0,0,1,4.867816183,6658,1,2,1448522.426
3957,6,1,2,32,11,1,1,1,0,1,1,0,0,9.946406796,3437,3,3,1385655.363
2136,1,4,2,6,17,1,0,1,1,1,0,1,1,4.266482557,1856,3,3,769903.1506
4196,4,3,1,13,27,1,0,1,1,1,0,0,0,0.082241902,1318,1,3,1572177.602
3499,1,2,3,5,2,0,1,0,0,1,0,0,1,0.445676962,3883,2,1,1354334.925
3652,4,3,2,10,23,0,0,0,0,1,0,1,0,8.306355114,3104,3,2,1284268.066
1198,5,1,2,26,5,0,1,1,0,1,1,0,1,0.748906489,1040,3,3,416366.3408
2660,3,2,3,25,12,1,0,1,0,0,0,1,1,3.88945309,9628,2,1,1030836.467
4597,4,2,1,33,22,0,1,0,1,0,0,0,1,9.266378649,2690,2,2,1598734.97
1354,5,4,2,24,20,0,0,1,0,0,1,0,1,4.127458592,1029,1,3,564305.5171
3974,4,4,3,35,20,0,0,0,0,1,0,1,0,2.724266217,4035,1,3,1449593.491
2207,2,4,1,17,9,0,1,1,0,0,1,0,1,4.93453132,3980,2,3,811193.9541
3277,1,3,3,27,25,0,0,0,0,0,1,1,0,2.482196786,6718,3,2,1107020.174
2233,6,1,3,9,7,0,0,1,0,0,1,1,0,6.256047085,7844,2,1,947476.7848
4010,6,4,3,35,26,1,0,0,0,1,0,1,0,5.887480612,617,1,2,1431339.742
702,3,4,1,37,22,1,1,1,1,0,1,0,1,8.820537243,5879,1,2,286296.7931
3755,5,3,1,8,16,1,0,1,0,0,0,0,1,4.222136995,180,3,2,1333723.286
4718,3,2,3,38,28,1,1,0,0,1,0,1,1,9.98357519,4204,2,3,1617868.596
4996,1,3,1,20,15,0,1,1,0,0,0,0,0,7.344454491,5395,3,2,1739570.103
1266,6,2,3,25,14,1,1,1,0,1,0,0,0,2.186260937,1786,3,1,466452.3728
4889,4,3,1,34,8,1,0,0,0,0,0,1,1,2.501610314,8827,1,3,1820527.7
2827,4,4,3,32,14,0,0,1,1,1,0,1,0,2.402242095,382,2,2,1025897.847
3431,3,1,2,24,2,1,0,0,1,0,1,1,0,1.374576492,8295,2,2,1277043.574
697,4,1,3,2,16,1,0,0,0,1,1,1,0,3.624398879,7376,1,1,425630.6041
2430,4,3,1,18,13,1,1,0,0,0,0,0,1,0.397995661,4473,2,3,950304.7527
4082,4,4,2,11,3,0,0,1,1,1,0,1,1,7.211903436,2150,2,2,1542011.851
1108,2,1,2,29,2,0,1,0,1,1,0,1,0,9.975760792,4098,2,1,459385.3965
3772,5,3,3,33,28,0,1,0,0,0,1,0,1,3.557938022,7095,3,1,1336600.49
1647,5,2,2,7,25,1,0,0,1,1,0,0,0,9.713166682,4848,2,1,682131.8103
4782,6,4,2,13,26,0,1,0,0,1,0,1,1,8.997105569,8240,3,3,1712323.404
3897,1,4,3,10,7,0,0,1,0,0,0,1,1,4.033521212,2003,2,2,1436799.416
3011,4,4,2,39,7,0,0,1,1,0,1,1,1,6.899979033,1334,1,2,1102316.122
2294,3,1,3,7,27,0,0,0,0,1,1,1,0,7.519535608,6072,2,3,824068.3549
1159,4,1,2,18,5,0,0,0,0,0,0,0,0,1.957118372,5714,3,2,455991.688
3311,1,4,1,20,26,0,1,1,0,0,1,1,1,6.085266554,9078,3,2,1139765.352
1869,4,1,3,18,2,0,1,1,1,1,0,1,0,0.395050807,7979,1,1,855221.5568
2486,2,2,1,32,22,0,1,0,1,0,1,0,0,8.908518378,9236,2,1,883718.4772
646,1,1,1,21,10,1,1,1,1,0,1,0,0,0.667668733,2835,1,2,352535.6729
3719,5,1,3,2,3,0,1,1,1,1,0,1,0,9.281192908,2188,1,1,1543405.373
3411,5,4,2,37,13,1,1,0,0,0,0,0,0,9.315067184,3275,3,2,1187501.137
2234,2,4,3,8,21,0,1,1,0,1,1,1,0,9.934346997,4851,2,2,829209.5147
2343,5,3,2,30,28,0,1,1,0,0,0,1,0,9.566036869,3312,1,3,859886.8525
988,6,3,3,26,7,0,1,0,1,0,0,0,1,2.271176844,1652,2,1,490122.3158
3476,2,2,3,19,6,1,0,0,1,0,0,1,0,4.125937849,7652,2,2,1281087.24
2459,5,2,1,10,2,1,1,0,1,1,1,0,0,7.790527325,3234,1,1,1019742.732
2885,5,3,3,36,15,0,1,0,0,0,1,0,0,6.504796645,8993,1,3,1063732.085
3419,6,1,1,16,4,1,0,1,0,1,1,1,1,4.712826505,2194,1,2,1342905.32
2302,4,3,1,27,15,1,0,0,0,0,1,0,0,6.612576184,6914,1,2,897022.3627
4561,1,3,1,2,3,0,0,1,0,0,0,0,1,0.307232311,976,3,3,1650289.962
3869,5,2,1,2,7,1,0,0,1,0,0,0,0,2.686375776,1028,3,3,1455909.908
762,1,2,3,21,13,1,0,0,1,0,1,0,1,3.340110694,524,2,3,312120.0874
1123,1,1,1,15,3,1,0,0,0,1,1,1,0,9.081007703,1409,3,1,424497.0255
1516,5,4,2,9,16,1,1,0,0,1,1,0,0,2.863055733,3450,1,2,693407.9598
4143,1,4,2,1,19,1,1,0,1,0,0,1,0,1.427012726,1463,3,2,1516613.48
2549,6,3,1,11,18,1,1,1,0,0,1,0,1,0.515006078,4699,1,1,1106121.812
4223,2,1,2,35,8,0,0,1,1,1,0,0,1,1.09680588,5079,3,3,1408524.961
3608,6,4,2,13,15,0,0,0,0,1,1,1,1,7.257706135,779,3,2,1334468.678
4590,3,4,2,15,25,1,1,1,0,0,1,1,1,6.908025873,4722,2,1,1676382.338
2556,2,2,1,10,3,0,1,1,0,1,1,1,0,7.384871947,2072,1,2,1019856.236
3670,5,4,2,38,5,0,0,0,0,0,1,1,1,5.613982021,8475,1,3,1383193.048
2182,2,2,3,22,10,1,1,1,0,1,0,1,0,9.947238002,5254,3,3,733277.5702
2755,6,4,3,28,10,0,0,0,1,1,1,0,0,3.001069232,8954,2,3,1062739.061
1654,3,2,2,10,15,0,0,1,0,1,0,0,0,4.735386073,4271,1,1,713173.2778
4999,2,1,3,9,2,0,0,1,0,0,1,1,0,4.618179199,9943,2,2,1814291.198
3691,1,1,3,36,4,1,0,1,0,0,0,1,1,0.250106168,3529,1,2,1357889.541
2196,5,3,3,15,27,0,0,0,1,0,1,0,0,6.814840964,9107,1,2,917952.0793
4491,1,2,1,14,21,0,0,0,0,0,0,0,0,6.76646891,3790,2,2,1582026.931
2148,1,3,1,24,10,0,0,1,1,0,1,0,0,6.782493399,4607,1,2,819171.7695
1945,5,2,2,33,11,0,1,0,0,0,1,0,1,0.296522128,4669,2,2,720088.8614
4699,5,3,3,3,23,1,0,1,1,0,1,0,0,3.816234745,7650,2,3,1788776.364
4423,4,2,3,11,11,0,1,1,1,0,0,0,0,8.759840348,322,1,3,1648215.289
753,3,3,1,15,26,0,1,0,1,1,0,0,1,1.944887913,3593,1,3,347056.949
3683,1,1,1,21,24,0,1,1,0,1,1,0,0,7.145174726,1672,1,2,1311637.388
3057,6,1,2,5,1,0,1,1,0,1,1,1,1,8.233334358,1382,3,3,1121413.89
598,1,4,2,32,12,1,1,0,0,1,1,1,1,3.179156027,9654,3,3,164479.8135
2700,5,3,2,18,10,1,1,0,1,0,1,0,0,4.358675264,174,2,3,1024214.065
3461,5,2,2,14,9,0,1,0,1,0,0,0,1,0.469464311,9676,2,2,1326431.818
4933,2,1,1,27,5,1,0,0,1,1,0,1,1,2.294058346,3843,2,2,1784784.896
4277,1,3,1,15,17,1,0,1,0,0,0,1,1,9.493936949,1538,1,3,1564528.138
3369,1,1,3,38,12,1,1,1,0,1,0,0,1,3.025761873,9820,1,1,1277465.747
3734,5,3,1,6,19,0,0,1,0,0,1,1,0,3.879617228,7878,2,1,1461287.422
4291,6,3,1,24,16,0,1,1,0,1,0,0,0,7.392958237,7142,1,2,1605210.325
1456,6,1,3,35,18,0,1,1,1,1,1,0,0,9.375977487,6136,1,1,609845.7356
4567,1,4,3,11,4,1,1,1,1,0,1,0,1,7.556105677,4032,1,1,1759660.715
660,3,1,3,33,7,1,0,1,1,0,1,1,1,1.796302803,2033,2,1,294080.5862
4993,4,3,3,35,1,0,0,1,0,0,0,1,1,1.325843891,939,2,1,1860383.888
1800,5,3,1,2,4,1,0,1,1,0,1,0,1,9.733453516,3078,3,3,701171.6659
4487,5,3,3,11,12,1,1,0,1,1,0,1,1,6.212806628,3866,1,3,1718592.708
2027,1,3,3,19,6,0,1,0,1,1,1,0,0,4.898219996,9160,2,3,751643.9283
1718,6,4,3,24,11,0,0,1,0,0,0,1,1,2.738152314,785,2,1,723923.8108
4996,4,3,1,28,3,1,0,1,0,1,0,1,0,7.420024552,307,2,3,1794889.212
3604,4,1,3,29,1,0,0,0,1,1,0,0,0,5.341448526,1498,1,2,1391451.896
3235,6,2,2,27,19,0,1,1,0,1,0,1,0,6.972701974,3388,1,2,1228557.734
1454,5,4,3,18,1,1,1,1,1,1,1,1,1,7.347488579,5659,2,2,631517.9374
3946,5,3,1,1,6,1,0,0,0,1,0,1,1,3.98729313,6896,3,3,1459931.55
1545,5,2,3,20,16,1,0,0,1,1,0,0,0,9.017588342,9553,3,2,564538.1325
2193,3,2,3,12,27,0,1,1,1,1,1,0,1,1.446371369,8484,1,3,834901.9738
3936,1,4,3,13,4,0,1,1,1,0,0,1,1,7.242063679,5104,2,2,1432944.822
1062,3,4,3,30,1,1,0,1,0,1,1,1,1,2.865584198,1512,3,2,392056.5851
2985,5,2,1,16,25,1,0,1,1,1,1,0,0,4.872309487,9955,3,2,1084927.944
3854,4,3,1,11,9,0,0,1,1,0,1,1,1,4.101233385,4301,3,2,1433449.052
725,1,4,3,15,14,1,0,0,1,0,0,1,1,0.527818724,8291,1,1,401770.8842
1459,1,1,3,22,17,0,0,0,0,0,1,1,0,4.132217038,2516,1,3,527313.1996
3567,6,2,1,15,2,0,1,1,1,0,0,1,0,5.199339641,3416,1,3,1416819.179
1315,5,4,2,20,1,1,1,1,1,1,1,0,1,5.388955502,5846,3,2,555681.8642
3620,5,4,3,37,5,1,0,0,0,0,0,1,0,7.22539124,538,2,1,1359960.148
516,5,3,3,10,1,1,1,0,1,0,1,1,1,5.009584787,3935,3,1,274262.913
1743,5,1,1,11,19,0,0,1,0,0,0,1,0,6.784918091,4585,1,3,685280.3994
2705,5,4,3,25,12,1,0,1,0,1,0,0,0,3.038025498,4555,3,2,1031046.439
3024,5,1,2,25,23,0,1,0,0,1,0,1,0,2.252842546,8607,1,1,1169616.136
1569,1,2,2,33,6,1,1,1,1,0,0,0,0,6.85633497,2296,3,1,527669.1739
3944,3,2,1,15,6,1,0,0,1,0,0,0,1,9.081070061,5799,2,3,1423158.437
3065,4,2,2,14,3,1,1,0,0,0,1,0,1,2.877923423,7789,1,2,1206872.179
1560,5,4,2,5,29,1,0,1,1,0,0,0,1,2.855244384,7619,3,2,614675.6501
2827,4,1,1,9,23,1,1,1,1,1,1,0,0,6.12688252,3684,1,2,1073786.771
3920,6,1,3,18,8,0,0,0,1,1,1,0,1,9.755665351,3468,3,2,1441408
801,1,4,1,5,15,1,1,1,0,1,1,0,0,7.799612618,8553,2,2,364844.3186
4776,4,1,3,33,18,1,1,1,1,0,1,0,1,3.841914811,6646,2,3,1700271.23
1106,1,2,1,10,11,0,0,1,1,0,1,1,1,9.491461932,8626,2,3,416629.6548
3670,2,2,1,2,20,1,1,0,1,1,1,0,1,0.811526791,6596,3,1,1381910.266
1199,3,4,1,11,4,0,1,0,0,1,0,1,1,5.118877362,9281,2,1,570802.979
1639,2,3,3,32,4,0,1,0,1,0,0,0,1,6.719844587,6877,1,2,656195.5185
690,1,3,3,30,29,0,1,0,0,0,1,1,1,4.926424898,2304,1,3,274339.2987
2800,6,2,1,39,25,1,0,1,0,0,1,0,0,1.05563711,3768,3,1,970543.6165
1480,2,1,2,25,18,1,0,0,0,0,1,0,1,3.85118779,8561,2,2,533812.3986
3475,1,4,3,32,5,1,1,1,1,0,1,1,1,5.076032002,8592,1,1,1345792.439
1684,2,1,1,8,7,0,0,1,0,1,0,0,1,4.720656316,8093,3,3,574372.5903
3827,1,2,3,29,29,1,0,1,0,1,0,1,1,9.856263535,8142,3,1,1319558.978
3894,3,3,2,6,5,1,1,1,0,0,1,0,1,9.406758914,7051,3,2,1412174.837
627,6,2,3,9,6,0,0,0,0,1,0,0,0,0.895718117,7690,2,1,390898.1467
2565,3,4,1,39,7,1,0,0,1,1,0,1,0,8.198001216,6290,2,3,909781.8271
2316,3,4,2,17,24,0,0,1,0,1,0,1,1,4.910517086,6444,3,3,791041.7661
1069,1,2,2,16,28,0,0,1,1,0,1,0,0,9.319189989,7085,3,2,336289.7152
2395,4,1,3,27,11,0,1,0,0,0,1,1,1,4.532887967,567,1,1,922107.55
3233,2,2,1,6,10,0,0,1,0,1,1,0,1,0.181549676,447,2,2,1227620.337
4363,2,2,2,25,10,0,0,0,0,0,1,0,0,9.766585706,7025,1,1,1634399.131
4514,2,1,2,13,28,0,1,0,1,0,1,1,1,5.555853151,4442,1,3,1635727.349
3401,6,1,1,2,26,1,0,0,1,1,0,0,0,2.061370656,1691,1,3,1315408.217
2186,2,1,1,32,11,1,1,0,1,0,1,0,0,2.454097371,381,3,3,696282.4
3509,3,1,2,7,9,0,0,1,1,1,1,0,1,6.153755499,492,3,2,1250318.08
654,4,3,1,32,2,1,0,0,0,1,0,0,0,8.197070257,7991,3,2,232791.6111
3037,2,4,2,38,20,1,0,1,0,1,0,0,1,2.658015368,8424,2,1,1127980.954
1909,4,3,1,28,20,0,0,1,1,1,1,1,0,1.939921556,524,3,3,639991.1336
4557,1,2,1,7,21,0,1,1,0,0,0,0,0,8.654118148,4123,2,1,1651404.979
1284,1,1,2,36,10,1,1,1,1,1,1,0,0,8.30659281,2563,2,1,486037.1299
3675,6,4,2,23,9,0,0,0,1,0,0,0,1,0.618490294,725,2,2,1381906.65
4841,2,1,2,13,19,0,1,0,1,1,1,1,1,5.682271716,7933,2,3,1697961.03
3306,5,1,1,12,12,0,0,1,1,0,0,1,1,8.24110911,9217,3,3,1132279.794
1037,6,3,3,5,2,1,0,0,1,0,1,0,1,0.123397514,4304,1,2,584605.1868
2341,3,2,1,6,4,0,1,1,1,0,0,0,0,9.9324478,978,1,1,972751.5093
2955,6,2,2,20,20,0,0,1,0,1,1,0,0,5.527944994,4156,1,2,1148414.573
