702,3,1,1,4,275097
3755,5,1,3,3,348964
4718,4,3,1,1,265933
4996,1,1,1,3,369733
1266,1,2,4,4,771167
4889,2,1,4,2,330558
2827,4,1,3,1,439522
3431,1,1,3,3,74220
697,3,3,1,1,634819
2430,4,1,2,3,422146
4082,3,2,1,3,557409
1108,3,1,3,3,747785
3772,1,1,2,4,59387
1647,4,1,4,2,295752
4782,5,2,3,1,651103
3897,1,1,3,2,601872
3011,1,2,2,3,619071
2294,4,2,3,3,745169
1159,4,1,3,2,759687
3311,3,2,3,2,698782
1869,4,3,3,1,690102
2486,3,1,3,3,300139
646,1,1,3,2,967184
3719,2,2,3,4,550228
3411,5,2,3,3,716217
2234,1,1,4,3,747621
2343,4,3,3,1,910020
988,5,2,4,4,984499
3476,2,2,4,1,296509
2459,2,3,1,4,63580
2885,3,3,1,1,592528
3419,5,1,4,4,828639
2302,3,3,4,4,395590
4561,1,1,3,4,518968
3869,5,3,1,2,940965
762,1,2,2,3,828559
1123,3,1,1,4,533663
1516,5,1,4,2,478082
4143,3,1,4,2,655262
2549,5,3,3,1,647689
4223,3,2,3,3,263165
3608,2,1,1,3,455427
4590,3,1,3,1,502201
2556,2,1,2,3,214340
3670,3,1,2,1,840078
2182,5,2,3,2,760731
2755,5,3,2,2,822411
1654,5,2,2,4,354960
4999,4,1,1,1,139460
3691,1,2,2,2,356256
2196,5,1,4,2,101048
4491,2,3,4,1,780806
2148,5,3,1,2,182850
1945,4,3,3,3,882184
4699,2,1,1,2,528193
4423,4,2,3,1,907158
753,2,3,3,3,786200
3683,3,1,3,3,994793
3057,1,1,3,2,356932
598,1,2,3,4,316891
2700,4,3,1,3,574333
3461,1,1,3,1,582046
4933,4,2,2,4,829685
4277,4,3,2,4,961508
3369,4,2,3,3,728797
3734,1,2,2,2,724945
4291,4,1,4,4,190926
1456,1,1,1,2,233148
4567,4,1,1,3,893382
660,5,2,3,1,722709
4993,4,1,3,4,801588
1800,2,2,4,1,726708
4487,4,2,3,2,215368
2027,3,1,2,2,544496
1718,4,3,4,1,69455
4996,2,3,2,3,784184
3604,2,3,1,3,515139
3235,1,2,2,4,281897
1454,5,2,1,4,482509
3946,4,2,2,3,542646
1545,1,1,1,3,662840
2193,5,2,3,1,882548
3936,4,1,2,2,432605
1062,3,1,1,2,614772
2985,4,3,2,4,997719
3854,2,3,4,3,393782
725,2,3,3,1,708764
1459,3,1,1,4,218332
3567,1,1,4,1,150647
1315,5,1,2,3,639930
3620,4,2,4,3,786091
516,2,1,2,3,882441
1743,1,3,3,2,178824
2705,3,3,4,3,823202
3024,2,1,3,4,866037
1569,3,1,1,2,685167
3944,4,3,2,1,695115
3065,5,1,2,4,317724
1560,2,3,3,4,951334
2827,2,2,3,1,317544
3920,4,3,1,2,745003
801,1,2,4,4,801545
4776,5,1,2,4,932464
1106,2,1,2,4,177319
3670,5,2,1,2,562193
1199,2,1,1,2,529389
1639,5,2,3,2,156960
690,3,1,3,4,89015
2800,2,3,4,3,383857
1480,5,1,1,1,778165
3475,1,3,4,3,982478
1684,3,3,1,2,195109
3827,3,2,2,4,527508
3894,1,1,1,4,836351
627,5,2,1,3,983671
2565,4,1,2,3,138754
2316,1,3,1,1,271775
1069,5,3,4,4,355292
2395,1,1,3,3,777513
3233,1,1,3,1,726894
4363,2,2,4,2,796355
4514,5,1,2,3,959222
3401,4,1,1,2,922510
2186,2,1,4,1,106879
3509,1,2,3,2,169894
654,1,1,3,4,640127
3037,1,3,4,4,79756
1909,5,2,3,2,718043
4557,5,2,4,4,230557
1284,2,3,3,1,279303
3675,4,3,4,4,454241
4841,2,3,1,2,724075
3306,3,1,1,2,541599
1037,1,3,1,2,545283
2341,1,1,1,3,667231
2955,1,2,3,2,792476
1024,2,2,2,1,198188
3450,2,3,4,4,611032
4631,1,1,2,4,174697
4615,2,3,3,3,530795
2868,5,3,3,3,690360
4347,5,1,2,1,445340
4995,2,3,2,2,286028
3201,1,2,3,3,743411
1471,2,3,3,4,57176
1666,2,1,4,3,927742
3274,2,1,1,3,826653
2482,3,2,1,2,508034
1353,5,1,4,3,563611
4646,4,1,2,1,199748
4236,4,2,3,4,95177
4269,3,3,2,2,533512
1074,2,2,1,4,160623
3761,3,3,1,1,575285
1648,3,2,2,1,502546
2215,1,3,1,3,546184
4354,5,2,3,3,694467
2991,4,3,4,3,297439
3160,2,2,2,4,694691
3624,4,3,3,1,978735
3551,4,2,3,2,145287
504,5,1,1,3,169574
1376,4,3,3,4,830751
1491,4,2,2,3,171509
4642,3,3,3,1,397591
4864,5,3,4,2,945954
4965,1,2,3,1,499181
1135,2,3,3,4,393288
2193,4,2,4,3,822793
2182,2,1,3,1,242589
619,1,3,3,4,929125
1330,2,1,1,3,406459
4175,1,3,2,2,538720
1869,3,3,1,1,863819
1240,4,3,2,3,54090
616,1,2,4,3,957278
3338,2,1,4,3,468161
1650,4,3,4,3,876671
2431,3,2,2,1,53743
1512,4,3,2,3,80924
2164,1,2,2,4,191268
1581,3,3,4,1,966592
1012,2,1,2,3,928247
3349,3,1,3,1,679600
1059,3,3,1,4,381004
4172,5,2,4,4,790537
3843,3,3,1,1,798378
4570,3,2,3,3,279602
1970,4,3,2,3,392543
1080,2,2,1,4,885227
2794,4,1,3,3,887985
3647,4,3,3,4,558928
4749,1,1,1,3,153976
2179,4,1,4,4,205183
4006,5,3,1,2,687854
3244,5,3,4,3,307443
3856,1,2,2,3,694256
4545,2,2,4,3,111600
1743,2,1,2,1,624310
3618,4,2,1,3,708559
2641,4,2,2,1,887329
3559,4,3,3,1,874470
3459,2,2,2,4,173323
2765,3,1,4,1,236110
2979,5,2,4,1,694566
2135,3,1,4,2,947486
2257,3,3,2,3,320041
4952,2,1,4,1,638829
2570,3,2,4,3,156968
3349,1,3,3,1,589180
3751,4,2,2,4,975775
4230,1,3,3,2,74815
2989,5,3,4,1,882044
2131,4,2,4,3,476573
3316,3,2,4,4,518304
1515,5,3,2,3,852699
1848,4,3,1,4,854700
3587,3,2,4,2,688751
3339,1,1,4,4,981767
835,4,2,4,3,514151
1395,3,3,4,3,931779
4046,1,2,2,1,240732
1351,5,1,1,4,246599
2187,5,2,1,3,244451
2431,5,3,1,1,406686
4246,5,2,4,2,746631
2927,2,3,4,3,378756
2068,4,3,1,1,188307
4500,4,2,1,3,138757
3238,2,3,4,4,459633
3998,3,3,4,1,934507
4413,3,1,3,4,346753
1566,5,1,3,2,939217
4880,1,1,3,4,304200
2944,3,1,1,1,597933
4607,1,3,2,3,506089
3873,4,2,4,1,769918
4469,1,3,3,4,374377
3046,4,3,2,4,423587
1253,2,3,4,3,204473
2582,2,2,2,2,844203
3274,5,1,1,1,517667
3396,3,3,1,3,522650
4685,5,3,1,3,510665
1275,4,1,3,3,414745
2125,5,3,4,1,535820
3569,1,2,1,1,445158
917,4,3,3,1,725748
614,2,3,3,2,961656
1116,3,1,3,3,657539
4474,4,3,3,4,631330
3767,4,3,1,4,890172
1325,1,2,3,3,246945
2016,3,1,1,4,621312
3646,2,1,1,2,728810
912,4,2,3,2,631253
1228,4,3,1,1,322201
3848,1,1,4,1,798609
3308,5,1,4,1,845415
1175,2,3,2,1,442613
3965,3,3,4,1,594283
3004,4,1,1,4,164587
3467,4,3,1,4,283076
3286,2,1,4,1,796988
1622,5,3,3,2,520897
4579,4,3,3,4,88886
2071,2,2,1,2,401169
2643,1,3,3,2,539788
2187,5,2,2,3,145149
4632,3,3,2,3,668308
4351,4,1,4,1,576961
3940,2,1,4,2,913945
4266,1,3,3,4,73466
2826,3,3,1,3,287626
3414,2,1,4,3,928977
4452,2,3,2,2,559966
1095,3,2,4,3,624694
1228,1,2,4,3,446904
1865,1,2,2,4,643572
4992,5,2,1,2,810006
1198,4,2,4,3,951011
895,3,3,4,2,587953
4671,3,3,4,3,594929
4860,3,2,3,4,475716
3002,1,3,4,2,610085
2319,4,3,2,3,790126
1217,5,2,1,4,358094
3282,2,3,1,3,992550
4077,2,3,2,2,965986
643,3,3,3,3,676627
3640,4,2,2,2,687719
4991,1,3,1,2,282275
3438,4,1,2,3,452854
4136,4,1,3,4,857605
3722,1,2,1,1,718582
1667,3,1,3,4,231136
3116,4,2,2,4,218082
1562,2,1,4,3,303301
2656,1,1,2,4,592383
3482,5,1,3,4,173554
3794,3,2,2,1,444655
1656,1,2,4,4,962046
1232,5,3,3,1,809277
4830,5,2,2,3,528766
1453,4,1,3,1,972879
3039,4,1,3,2,663311
3824,4,2,1,2,681469
3801,1,2,1,1,272310
2042,1,2,3,2,857032
1691,3,3,2,3,838898
3493,4,1,2,2,830637
3181,5,3,2,1,549344
1717,2,3,4,3,750457
2040,3,1,3,2,946366
3736,1,1,3,3,627564
2886,3,2,4,1,493333
4219,3,2,3,2,490187
1888,3,3,3,3,319072
2356,3,2,4,3,891741
1865,2,2,1,2,255719
999,4,1,3,3,746248
2180,5,1,4,3,800385
1010,3,2,2,1,749192
4812,3,1,1,1,166196
1824,3,2,2,1,59404
1655,4,1,3,1,476855
2327,1,1,1,1,783478
3641,1,1,4,1,503814
3986,2,1,3,2,687475
2310,1,2,4,1,946881
3423,3,3,1,3,601972
2714,3,1,2,2,642879
4686,3,2,3,3,431965
1213,2,2,3,1,783082
4102,3,1,4,1,314826
4634,1,3,1,3,161186
4022,4,1,4,3,817469
4768,4,2,1,3,596120
1743,5,3,3,4,591285
4209,1,2,1,4,346784
1581,3,1,3,4,520098
955,4,3,1,4,90491
1394,1,2,2,2,113043
1884,4,2,1,1,948607
2458,3,2,2,3,178568
3572,4,1,1,1,426394
2496,5,3,1,3,647013
4785,5,1,4,1,178131
1004,4,1,4,2,95520
1714,1,1,3,4,375063
2031,1,3,4,1,684157
3940,1,1,1,3,638730
1323,4,1,4,1,835313
1428,1,1,1,2,202842
633,3,1,2,2,417390
2605,5,2,1,1,752858
4127,3,1,3,4,421831
2352,1,2,2,3,572485
4675,3,1,3,2,697735
3433,1,3,3,2,635765
3784,4,2,3,1,574532
4798,3,2,4,2,915885
3311,4,2,3,2,500953
1750,4,2,2,3,227561
4012,2,3,1,4,964394
1756,1,1,3,3,907735
3876,5,2,2,4,340534
3986,1,3,3,3,584535
4084,5,2,1,1,250123
1896,1,1,2,2,765079
4137,4,2,2,4,477894
3830,3,3,1,1,531018
3203,3,1,2,2,257358
970,2,3,1,2,866015
1853,5,1,2,2,566456
3283,5,1,2,3,189148
3331,5,1,1,1,985510
857,4,2,1,1,196123
3519,5,3,2,2,447530
1167,3,3,2,4,602958
4968,4,3,1,1,543973
1645,1,1,4,3,961352
4685,5,2,1,4,60236
4219,5,1,2,4,85568
3245,1,3,2,4,681615
1039,5,2,2,4,305745
3279,1,2,1,1,422332
4636,4,2,2,2,535119
4275,3,3,4,4,328496
3008,1,2,3,3,700009
3279,2,2,4,3,309291
1424,1,1,1,2,488866
3456,5,1,2,1,453562
2081,4,2,1,2,730516
3824,4,2,3,4,105904
4985,1,1,1,1,981539
755,3,1,2,1,958573
2338,2,1,3,4,328252
2444,4,3,3,3,572247
509,5,3,2,4,839285
3371,5,1,2,2,396300
1297,3,2,2,4,316320
1515,4,1,1,3,674747
2324,1,3,4,4,469136
4969,5,2,1,2,235922
3636,3,3,1,2,187901
2693,4,2,4,3,173225
723,4,3,2,2,543406
4658,4,2,2,2,810135
4425,4,2,4,4,271738
4500,4,2,4,1,954890
2133,5,2,1,2,685181
2652,3,3,3,2,910359
1010,4,3,4,3,528076
884,2,2,1,3,954610
904,2,2,3,4,292726
2500,3,3,2,4,352811
3256,1,2,2,2,771202
2168,1,2,1,1,479059
1960,1,2,1,1,756168
4136,2,1,4,4,473759
3224,1,2,2,3,515996
4678,5,1,1,2,56611
2548,4,2,2,2,400386
4646,2,3,2,1,921044
1216,3,1,4,4,883334
2323,3,1,3,1,821812
2581,4,2,4,1,345187
3919,2,2,1,4,186343
2074,1,1,4,3,909299
749,1,3,4,2,389233
1173,5,3,2,3,895177
2665,5,2,4,4,540092
1270,1,3,1,4,240191
4462,3,3,3,2,716933
4863,3,2,4,3,726769
2484,5,3,4,2,922402
1577,4,2,3,1,336608
735,1,1,1,1,299220
888,5,2,1,1,486056
3537,5,1,4,3,692811
2348,1,1,2,1,594950
3314,1,3,4,2,854660
3874,3,3,3,3,635009
3778,4,3,3,2,712746
1752,4,2,3,4,843294
4481,1,3,4,3,614396
2622,2,1,4,2,141788
2650,5,3,1,2,518239
1829,5,3,2,3,294437
1858,1,2,4,4,811299
2982,2,2,1,3,916572
2517,3,1,4,1,732561
1831,1,2,1,1,905010
4844,1,3,1,4,99966
4761,5,2,2,2,235846
1858,1,1,4,2,322530
3677,1,3,1,2,651516
2628,1,1,3,3,196297
2680,5,2,3,3,459909
637,3,2,3,4,384341
3972,3,1,2,1,93021
3332,1,3,1,2,431059
4079,5,2,2,1,199333
3531,3,2,4,3,470594
4664,3,3,4,3,953606
3093,3,2,1,3,826934
4800,5,1,3,1,136755
4318,5,2,1,4,979441
4638,1,2,1,4,116330
4323,4,3,1,3,752726
4542,3,1,2,2,908754
2406,4,3,4,1,938750
1260,5,2,1,3,619601
3945,5,2,1,1,284729
1399,5,3,1,1,807071
4955,4,3,2,4,339176
3447,5,3,2,3,535179
2219,1,1,2,4,198430
780,5,2,1,3,898142
3766,2,3,3,1,407470
2387,4,2,3,4,398301
3766,2,1,3,1,492037
1166,5,1,4,3,78365
4688,1,1,1,2,325333
1171,3,1,3,4,519965
2469,5,2,3,4,581536
4656,1,1,3,1,54369
3622,4,1,1,1,506979
4400,2,3,3,2,975554
1023,2,1,3,4,865037
2893,2,3,1,3,886048
3617,4,1,4,3,497695
3093,1,1,2,4,415863
2468,4,3,3,4,221955
2253,2,1,2,4,607343
2796,5,2,4,2,774091
2761,3,2,4,3,428824
2786,4,1,3,3,319594
4702,4,2,1,1,183997
3378,1,3,4,1,523267
4643,1,1,2,4,100272
4144,4,1,2,1,55310
4932,2,3,2,2,81817
2555,3,3,2,3,558350
1776,1,3,4,3,536160
3266,2,1,3,1,487744
802,5,3,3,4,790176
1138,1,3,2,1,132641
555,2,2,3,4,789443
1025,2,2,2,2,781670
4623,3,1,2,3,589745
2625,3,2,1,2,92311
3787,5,2,4,3,971484
864,2,3,4,2,201958
2146,2,3,2,1,520328
1418,3,2,4,2,494093
3297,1,2,3,2,697861
2031,1,2,2,1,409571
3845,4,1,1,3,872613
2406,3,1,3,3,214334
3586,4,1,1,1,968451
2575,3,2,1,2,443238
1213,5,2,4,2,837560
1562,2,1,4,2,653810
2476,5,1,2,4,213394
1796,3,2,4,3,98929
625,2,3,1,2,655984
4096,1,1,1,3,427389
3783,1,2,3,2,846240
2103,4,2,1,1,669436
566,3,3,2,1,496098
732,3,2,2,3,858157
2656,1,2,4,3,384678
1669,5,1,4,1,352094
2658,2,1,4,4,794314
4706,5,3,2,1,133576
1993,5,3,1,2,70557
4507,1,2,4,4,596113
2972,1,1,3,1,321142
3160,1,3,4,4,86080
3239,4,3,2,4,833103
2261,5,3,4,4,238869
4014,3,2,1,3,721162
2475,2,1,4,1,978671
2862,4,3,2,3,543844
1376,3,1,2,3,616695
4312,5,3,3,2,170283
3948,1,3,2,2,63338
1812,5,1,3,4,650577
1960,2,1,1,4,514736
3209,4,1,2,2,724255
2824,4,2,4,2,228982
2233,2,3,1,1,967461
2105,3,2,4,4,159367
3063,3,1,4,4,378042
3921,4,3,4,2,970958
4017,4,2,1,1,691774
2897,1,3,1,2,398684
4235,3,2,2,2,544775
3370,2,1,4,3,788497
1660,3,2,3,4,493853
742,1,3,2,1,830343
3090,4,3,1,3,710709
1563,4,3,3,4,961848
4824,1,3,1,2,876395
3095,2,1,3,1,450966
1419,4,2,2,4,407073
505,5,1,3,2,727823
967,4,1,2,3,649223
4670,5,1,1,1,764152
503,1,3,3,4,850118
1145,1,3,4,3,549555
617,4,3,4,2,113528
3428,3,2,1,2,674099
3051,5,3,3,4,558907
4789,2,2,4,2,334931
1346,4,3,2,1,982280
3262,2,3,3,4,427757
1641,4,1,3,3,762787
2310,3,1,4,4,834429
1223,3,1,2,4,154887
724,3,2,2,3,111086
4708,3,2,2,2,938663
2548,1,3,3,3,305494
4915,1,2,1,1,558889
2073,5,3,3,2,637596
2328,2,2,3,4,327941
2417,4,2,4,2,317446
4734,4,2,1,2,506388
2526,1,1,2,1,612347
4244,4,2,4,2,181980
1401,1,1,3,2,765612
2539,5,1,1,2,523875
509,2,2,2,4,193949
760,5,3,2,2,326383
2173,3,3,3,3,77313
2719,3,3,2,2,92103
2560,3,2,2,1,229480
4213,5,3,1,2,526467
2119,4,1,4,2,138771
820,2,3,1,4,176228
1842,3,2,4,3,141665
2876,3,3,4,2,846966
3332,3,1,4,3,879492
3324,2,2,2,1,853621
2494,3,3,1,4,964863
3458,2,2,2,3,660355
2538,3,2,3,4,847399
3990,5,2,1,2,787351
4177,5,3,4,1,901995
1618,2,2,2,4,320804
2104,5,3,2,2,430815
4527,2,1,1,3,534091
735,5,3,1,1,179909
2469,5,1,4,1,483039
4929,2,3,4,3,499058
2408,4,2,3,3,190688
875,5,3,4,1,125976
4030,3,2,2,4,807496
3135,4,1,3,1,229810
2070,2,3,3,3,325251
3060,4,2,3,4,766764
3891,1,1,1,2,668470
3465,1,1,4,1,817441
4143,5,3,3,3,928219
4350,5,1,1,2,852386
1372,3,2,1,1,329087
1752,4,1,3,1,90725
1814,1,1,3,4,881866
3398,5,2,2,3,922183
577,4,1,3,2,584398
3121,5,1,2,1,548864
4727,5,1,3,4,328606
1100,1,1,3,2,391376
1565,1,2,4,2,759441
2636,5,1,3,1,496015
2949,2,2,3,2,640855
2843,5,1,2,1,532517
2363,5,1,2,4,756584
1818,3,1,4,4,439569
4097,3,1,3,2,892495
4262,3,2,3,1,163394
2690,2,2,2,3,891672
1492,2,2,1,4,917784
3212,5,3,1,1,198940
2692,3,1,1,1,393133
1748,2,1,2,1,72222
3554,1,2,2,2,129794
4533,5,3,1,3,638212
2497,4,1,1,2,674142
4187,5,2,3,4,914945
2651,4,1,2,2,834326
4518,3,1,2,1,891081
3610,4,2,1,2,415130
2470,3,2,1,1,818103
697,1,1,4,3,920181
3126,4,1,2,2,283127
1702,5,2,4,2,554434
2535,3,1,3,2,191295
977,5,1,4,1,229238
1754,2,2,1,1,89369
1422,3,1,2,2,922811
919,4,1,2,2,905824
2704,3,3,4,3,849093
3097,5,2,4,3,720951
1620,1,3,3,4,383862
3568,3,3,3,3,760595
1450,4,3,1,3,320114
2836,2,1,1,3,97922
2743,1,1,1,1,543614
3145,2,3,4,3,867187
2357,3,3,4,3,695214
2365,5,3,2,2,69416
3412,5,1,1,1,63672
3353,4,3,4,4,526684
3728,5,3,2,4,178145
4219,1,2,1,3,752356
3728,5,2,3,4,910527
2871,4,1,3,4,50064
3391,3,2,4,4,118835
4256,3,2,2,3,251457
4725,5,2,3,4,973143
594,2,1,2,3,297795
3174,3,2,2,2,454271
2455,5,1,3,2,399738
1293,4,3,2,4,996931
2334,5,2,3,2,691204
2616,3,1,4,3,956740
4606,4,2,1,2,918948
3825,5,3,1,4,901098
3419,1,1,4,3,245346
3097,4,1,3,1,954726
3705,1,1,3,3,323010
1314,2,3,3,2,53889
845,4,3,3,1,168194
2849,1,3,4,3,174714
862,3,1,1,1,605623
2943,3,3,2,1,100547
2765,2,2,2,1,207234
2688,4,3,1,3,794809
3505,4,1,4,2,730047
3781,4,2,2,3,935188
1484,2,3,1,2,323139
2139,4,2,4,3,499704
1327,3,2,2,3,52631
3230,1,1,3,3,187039
4031,3,2,3,2,924726
4951,3,2,4,3,399422
3435,1,1,3,1,638759
4376,3,1,4,3,349260
626,2,1,1,1,928548
3677,1,2,1,4,477443
3556,3,2,2,4,707302
1103,5,2,4,2,621952
3949,3,1,2,2,733429
4646,2,3,2,4,137342
4033,4,2,1,3,64407
3867,3,3,2,3,163926
3868,4,1,3,3,371345
4297,5,2,2,4,916525
2292,3,3,4,1,497564
3361,1,2,3,2,787341
3976,4,2,1,1,592166
3917,5,2,4,4,133100
2145,1,3,3,1,915061
1705,1,1,4,3,498636
3530,1,2,3,3,544308
3372,1,1,4,1,273059
3572,3,1,4,4,617456
2354,3,3,3,1,300396
4521,3,3,1,3,824769
3208,5,1,1,3,367006
4002,5,2,4,4,78004
1832,5,3,4,1,856903
701,2,2,1,3,574252
4007,5,2,1,3,666108
4712,3,2,2,1,241239
1074,3,1,1,1,676517
1036,2,2,4,2,527044
2125,2,1,3,4,901740
2622,5,1,1,4,396113
885,4,2,2,1,64568
3781,2,2,2,4,583754
974,1,2,2,3,272129
917,3,2,3,1,631612
4100,1,1,1,1,938640
1454,3,2,1,1,196539
1705,3,2,1,2,650243
4620,2,1,3,4,197748
2490,2,3,3,2,144791
4072,1,3,4,3,736874
4880,3,1,2,4,945150
4658,1,3,2,2,596938
3213,4,1,1,1,400434
2703,1,2,3,2,127701
3620,5,2,3,1,847115
1466,1,3,1,2,279164
3932,5,2,1,2,503035
1188,5,3,4,2,655266
4743,5,3,2,1,579148
4201,4,2,2,2,709089
841,1,2,2,4,605639
2224,1,3,4,4,555920
4922,4,2,1,4,374888
2292,3,1,1,1,729706
2259,2,2,2,1,956630
3712,1,2,2,4,910587
1489,2,1,4,4,171449
2762,4,2,3,4,650988
2982,3,2,3,3,809774
1451,3,3,2,4,843387
1222,3,2,4,2,307571
3889,4,2,2,3,513506
2579,5,1,3,3,487509
3217,5,3,2,1,766696
2832,2,3,3,2,858094
3876,5,3,3,1,580696
2000,5,2,3,1,745763
785,3,3,1,2,313369
3995,3,1,1,1,979700
2565,2,3,2,2,513002
1268,1,1,3,2,196444
3557,2,3,1,1,831608
4789,2,3,2,4,591567
2661,4,1,2,1,160401
3793,4,3,2,3,276801
1446,2,3,2,1,821668
3835,2,3,2,2,553575
4650,2,2,4,3,928836
1981,5,1,3,2,219259
2401,4,3,2,4,297145
3951,2,1,4,4,360625
4564,3,1,3,3,733835
554,3,1,1,4,94552
2323,5,3,2,4,249041
3962,5,3,4,1,257606
3579,1,1,1,1,804965
1332,1,2,4,4,836157
4908,1,1,3,4,450074
3306,5,2,3,1,779846
2990,5,1,1,4,124474
827,5,1,4,4,337312
3810,3,1,2,2,606387
3800,5,3,2,4,252252
4175,3,2,1,3,814742
3554,1,2,1,2,373599
2643,1,1,1,3,628528
1811,1,3,4,4,386940
3691,2,3,2,1,891024
3038,2,2,2,2,835034
4483,4,3,2,1,434325
664,4,2,1,2,302051
4777,4,2,2,1,151611
1322,2,2,3,2,632334
1443,2,3,1,2,824756
4925,4,2,2,3,66488
1274,4,2,4,1,239913
2698,5,1,1,3,430665
3656,4,2,3,3,967899
4742,5,2,3,1,758029
4195,3,1,4,2,716205
3952,2,1,4,3,741419
1414,4,3,1,1,68394
1808,2,2,1,2,930425
4677,2,3,3,3,226978
1013,2,3,4,3,109332
2420,3,1,1,3,218377
4094,1,3,3,2,92628
1909,4,2,4,3,857784
3690,1,1,3,2,529898
4991,1,2,2,4,919403
2055,1,2,4,3,101993
1304,2,1,1,4,220458
1779,5,2,1,1,939459
4077,2,1,2,3,500281
3401,2,2,4,1,956644
1887,1,1,3,1,528720
3261,2,3,1,1,556357
3179,1,2,2,4,58539
2606,5,1,2,2,182335
4723,4,2,4,4,456521
3268,1,2,4,4,890249
4453,5,2,1,1,991902
3686,4,1,2,3,290310
3780,3,3,3,2,256873
3073,1,3,2,1,361251
3099,1,3,3,2,999656
4533,3,1,3,4,536476
